NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;--;;;0.0000;0.0000;83;0.0000;159;53;7.0270;30;7;0;31;52;8;5;136;49;1001;454
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;--;;;0.0000;0.0000;78;0.0000;167;48;6.3830;32;8;0;28;50;7;5;144;44;1006;439
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;Si;;;48.2858;25.5630;18;2939.7562;1836;234;1.3427;14;1;7;11;7;14;7;1390;174;293;493
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;No;118.498;1.04935;112.9259;54.3564;4206;1500.9536;81499;34642;4.0989;425;98;30;2443;1763;2559;1774;73418;32294;150131;181842
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;No;114.335;1.00649;113.5979;54.3952;4209;1493.3675;80816;34738;4.1136;422;98;30;2415;1794;2527;1800;72801;32386;154164;162365
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;--;;;0.0000;0.0000;81;0.0000;170;52;7.2165;34;9;0;29;52;7;7;147;47;1023;439
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;Si;;;46.8656;24.1429;17;2855.9661;1789;222;1.3228;17;1;7;10;7;13;7;1349;163;295;502
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;--;;;0.0000;0.0000;74;0.0000;154;61;7.0270;31;7;0;26;48;6;7;130;55;1000;354
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;Si;;;45.4455;22.7227;16;2748.0330;1731;204;1.2431;16;1;4;11;5;13;5;1296;152;266;510
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;No;113.137;0.98919;114.3733;54.6795;4231;1480.9738;79793;34802;4.1864;430;106;29;2409;1822;2546;1819;71782;32484;164388;143315
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;No;112.207;0.977304;114.8127;55.1189;4265;1508.8240;81915;34835;4.0724;445;99;33;2457;1808;2536;1789;73676;32527;183142;128214
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;--;;;0.0000;0.0000;60;0.0000;160;58;6.3830;26;6;0;20;40;6;6;136;52;1016;321
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;Si;;;46.8656;25.5630;18;2827.5627;1748;243;1.3643;18;1;3;13;5;15;5;1282;184;330;473
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;Si;;;44.0253;19.8824;14;2955.3781;1827;254;1.1126;16;1;3;10;4;13;4;1332;196;362;435
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;No;114.227;0.979465;116.6220;55.0284;4258;1529.5017;83313;35037;4.0444;432;100;35;2453;1805;2562;1786;74809;32699;207759;116752
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;--;;;0.0000;0.0000;58;0.0000;163;57;4.6632;33;8;0;17;41;6;3;142;51;1093;314
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;--;;;0.0000;0.0000;47;0.0000;172;61;4.3902;34;8;0;13;34;6;3;151;54;974;279
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;Si;;;36.9244;18.4622;13;2932.6554;1814;251;0.9265;15;1;3;11;2;12;2;1321;190;364;418
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;No;115.619;0.982145;117.7205;54.2401;4197;1563.0771;86035;34913;3.8636;442;94;38;2457;1740;2525;1722;77351;32572;233104;101007
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;No;122.817;0.989009;124.1823;58.0525;4492;1707.4460;93448;38671;3.8644;466;102;36;2626;1866;2793;1847;83937;36134;251807;93888
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;--;;;0.0000;0.0000;57;0.0000;176;71;4.0541;37;8;0;18;39;6;3;159;63;952;244
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;Si;;;39.7648;21.3025;15;3086.0340;1898;275;0.9926;12;1;3;14;1;15;1;1403;209;377;410
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;--;;;0.0000;0.0000;60;0.0000;170;71;4.2056;40;7;0;20;40;6;3;151;63;958;244
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;Si;;;44.0253;22.7227;16;3113.0172;1917;275;1.0442;11;1;4;15;1;16;1;1419;209;381;402
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;No;123.371;0.981009;125.7590;58.5695;4532;1709.2165;93307;38949;3.8511;481;104;39;2667;1865;2784;1845;83800;36398;261484;84847
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;No;122.393;0.952864;128.4471;59.2027;4581;1733.5257;95009;39128;3.8425;508;108;40;2717;1864;2841;1844;85377;36548;270649;75520
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;--;;;0.0000;0.0000;56;0.0000;170;67;3.3333;40;7;0;20;36;6;1;150;60;792;221
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;Si;;;48.2858;22.7227;16;3110.1769;1920;270;1.0360;10;1;5;15;1;16;1;1433;208;384;375
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;--;;;0.0000;0.0000;61;0.0000;179;64;3.1963;38;6;0;24;37;5;2;162;57;911;203
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;Si;;;52.5463;22.7227;16;3185.4460;1956;287;0.9552;10;2;5;15;1;15;1;1462;213;427;355
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;No;119.944;0.892234;134.4307;59.6938;4619;1787.0163;98625;39651;3.7541;550;105;43;2726;1893;2818;1896;88571;36998;290603;57665
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;--;;;0.0000;0.0000;68;0.0000;190;69;3.9474;39;6;0;29;39;6;3;166;62;878;226
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;Si;;;49.7060;21.3025;15;3218.1100;2000;266;0.8102;10;2;4;14;1;13;1;1528;200;412;480
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;No;118.082;0.840491;140.4918;59.6938;4619;1805.3289;99770;39923;3.7896;585;116;49;2761;1858;2931;1876;89594;37254;293923;71357
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;No;119.145;0.806794;147.6773;61.5936;4766;1841.1789;102559;39908;3.8625;605;128;48;2923;1843;3135;1857;92019;37224;293051;81744
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;--;;;0.0000;0.0000;66;0.0000;194;68;3.9301;36;4;0;31;35;6;3;168;61;751;242
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;Si;;;56.8068;24.1429;17;3306.1607;2053;275;0.8422;9;3;4;14;3;12;3;1578;203;420;550
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;--;;;0.0000;0.0000;67;0.0000;193;68;4.3290;35;3;0;36;31;7;3;168;63;749;237
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;Si;;;56.8068;18.4622;13;3218.1100;1987;279;0.7463;12;3;3;10;3;10;3;1530;212;435;586
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;No;122.712;0.781755;156.9693;63.4804;4912;1856.5708;103719;39939;3.9629;623;132;56;3040;1872;3257;1903;92969;37239;289296;82958
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;No;128.388;0.770167;166.7008;66.1297;5117;1866.6383;104213;40224;4.0994;664;135;55;3163;1954;3375;1993;93471;37476;300947;82222
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;--;;;0.0000;0.0000;64;0.0000;191;65;4.4444;36;4;0;36;28;8;2;167;58;756;223
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;Si;;;61.0674;18.4622;13;3388.5306;2113;273;0.6565;15;3;2;11;2;10;2;1617;211;484;595
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;--;;;0.0000;0.0000;67;0.0000;200;67;4.6610;34;4;0;37;30;9;2;176;60;751;221
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;Si;;;59.6472;21.3025;15;3442.4972;2140;284;0.8082;18;3;2;12;3;12;3;1636;220;490;595
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;No;130.895;0.767016;170.6554;67.1895;5199;1872.7123;104603;40304;4.1516;680;144;62;3172;2027;3402;2052;93836;37534;300710;82224
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;--;;;0.0000;0.0000;68;0.0000;199;65;4.8035;36;5;0;38;30;9;2;173;56;740;221
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;Si;;;61.0674;25.5630;18;3551.8504;2201;300;0.9439;17;3;4;13;5;13;5;1676;231;510;595
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;No;135.807;0.77991;174.1318;69.2443;5358;1887.8587;105611;40468;4.2575;705;141;69;3269;2089;3505;2132;94703;37699;298419;82266
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;No;148.345;0.800911;185.2202;74.7368;5783;1960.1013;110279;41390;4.4387;732;152;70;3609;2174;3905;2207;99121;38577;298277;90131
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;--;;;0.0000;0.0000;71;0.0000;209;63;3.8136;41;7;1;40;31;8;1;180;56;560;240
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;Si;;;85.2103;29.8236;21;3779.0780;2347;314;1.2456;17;2;4;14;7;18;7;1769;238;585;626
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;--;;;0.0000;0.0000;70;0.0000;220;56;3.6885;47;5;1;40;30;9;0;195;49;531;287
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;Si;;;113.6137;28.4034;20;3837.3050;2370;332;1.1823;18;2;6;13;7;17;7;1781;249;605;726
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;No;161.835;0.822008;196.8773;80.7980;6252;2076.1419;118270;42378;4.5222;777;160;73;3921;2331;4223;2378;106473;39496;273930;114132
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;No;173.553;0.835931;207.6167;86.0837;6661;2145.7998;122875;43163;4.6183;817;155;84;4199;2462;4458;2513;110733;40211;252990;147661
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;--;;;0.0000;0.0000;70;0.0000;226;55;3.2389;52;12;1;38;32;8;0;200;47;1003;312
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;Si;;;124.9751;32.6639;23;3994.9441;2484;329;1.4395;20;1;7;17;6;24;6;1836;248;595;877
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;--;;;0.0000;0.0000;70;0.0000;241;58;3.1008;61;14;1;37;33;8;0;209;49;1526;329
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;Si;;;143.4373;38.3446;27;4102.8772;2553;336;1.5399;21;1;8;21;6;27;6;1889;254;580;970
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;No;187.384;0.851754;219.9975;93.4889;7234;2242.9978;129338;44221;4.8493;859;160;86;4621;2613;4976;2678;116639;41197;242158;167154
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;No;200.005;0.859874;232.5979;100.5710;7782;2306.4912;133615;44857;5.0041;851;161;98;5002;2780;5285;2835;120489;41777;247111;166198
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;--;;;0.0000;0.0000;80;0.0000;265;62;3.1359;57;14;1;34;46;7;2;231;56;2477;322
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;Si;;;173.2609;42.6051;30;4166.7850;2583;351;1.8747;26;0;8;23;7;32;9;1919;268;585;975
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;No;205.817;0.867699;237.1987;103.4659;8006;2327.7504;135002;45115;5.1014;873;155;99;5131;2875;5423;2933;121765;42033;243387;166199
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;--;;;0.0000;0.0000;81;0.0000;263;62;2.8070;65;15;1;33;48;6;2;229;56;2473;322
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;Si;;;186.0425;38.3446;27;4175.3060;2585;355;1.6826;25;0;7;21;6;29;8;1925;274;576;975
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;--;;;0.0000;0.0000;84;0.0000;267;65;2.7211;64;14;1;35;49;6;2;235;59;2481;322
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;Si;;;188.8828;35.5043;25;4267.6172;2649;356;1.5118;25;0;5;20;5;28;6;1976;273;560;976
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;No;211.619;0.872201;242.6266;104.8875;8116;2324.1835;134786;45055;5.1594;890;163;96;5180;2936;5453;2987;121621;41963;241323;166104
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;No;223.362;0.889884;251.0011;110.4834;8549;2374.6758;138495;45253;5.3386;928;151;104;5462;3087;5748;3177;124994;42185;236585;179165
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;--;;;0.0000;0.0000;94;0.0000;280;63;4.5752;64;13;0;37;57;11;3;249;57;2512;309
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;Si;;;197.4039;55.3867;39;4419.5756;2765;347;1.7714;28;0;5;34;5;36;6;2098;273;595;1388
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;--;;;0.0000;0.0000;111;0.0000;276;73;5.7508;68;15;0;44;67;14;4;247;66;2485;273
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;Si;;;203.0846;85.2103;60;4432.3572;2776;345;2.6993;31;0;4;54;6;57;7;2104;267;559;1671
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;No;234.333;0.907658;258.1736;116.0792;8982;2354.0240;136574;45576;5.6010;934;157;106;5757;3225;5979;3306;123216;42558;225334;185946
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;--;;;0.0000;0.0000;121;0.0000;297;70;6.6465;70;10;0;50;71;18;4;266;65;1952;305
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;Si;;;201.6644;92.3111;65;4226.4322;2633;343;2.8986;35;1;3;56;9;56;10;2012;265;552;1982
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;No;246.603;0.928051;265.7210;121.5330;9404;2374.6758;137337;46411;5.8039;961;164;104;5929;3475;6182;3534;124020;43385;210087;191592
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;No;257.61;0.942833;273.2296;126.5085;9789;2396.4778;138251;47184;5.9519;986;172;111;6130;3659;6364;3706;125002;44188;199299;184129
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;--;;;0.0000;0.0000;135;0.0000;306;74;7.4928;66;9;0;51;84;20;6;277;70;1373;326
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;Si;;;207.3451;105.0927;74;4261.9365;2642;359;3.3757;37;1;2;62;12;64;13;2005;276;576;2129
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;--;;;0.0000;0.0000;133;0.0000;309;80;8.1921;71;25;0;54;79;24;5;281;73;447;344
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;Si;;;201.6644;130.6558;92;4426.6765;2762;355;4.0421;33;1;2;73;19;78;18;2097;278;526;2113
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;No;266.97;0.959481;278.2439;132.0269;10216;2438.8541;140586;48128;6.1065;1041;181;103;6382;3834;6664;3870;127323;45182;180449;184638
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;No;272.765;0.977133;279.1486;133.7328;10348;2434.9900;139880;48535;6.1609;1055;195;104;6415;3933;6666;3947;126667;45597;171059;184662
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;--;;;0.0000;0.0000;133;0.0000;314;79;8.1690;70;25;0;54;79;24;5;283;72;466;344
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;Si;;;207.3451;147.6979;104;4388.3318;2731;359;4.5938;33;1;3;74;30;79;29;2071;280;525;2113
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;--;;;0.0000;0.0000;135;0.0000;324;81;8.4932;75;24;0;54;81;26;5;291;74;454;345
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;Si;;;210.1854;153.3785;108;4296.0206;2669;356;4.9109;41;2;5;79;29;84;29;2020;281;520;2113
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;No;284.98;1.01064;281.9788;137.7391;10658;2477.2112;142632;49050;6.2124;1059;191;110;6662;3996;6894;3992;129113;46116;154038;185060
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;No;296.374;1.03928;285.1709;140.5177;10873;2453.4836;141262;48584;6.3696;1038;208;108;6799;4074;7029;4029;127901;45704;140170;149348
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;--;;;0.0000;0.0000;127;0.0000;332;86;7.9787;87;26;0;51;76;25;5;297;79;362;319
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;Si;;;188.8828;142.0172;100;3912.5742;2407;348;5.1368;44;3;5;70;30;78;29;1807;276;409;1618
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;No;303.089;1.05685;286.7864;142.0943;10995;2472.0547;142829;48454;6.4465;1060;210;105;6842;4153;7164;4105;129232;45577;153804;131912
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;--;;;0.0000;0.0000;119;0.0000;338;86;7.9156;91;24;0;49;70;24;6;299;80;382;318
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;Si;;;166.1601;117.8742;83;3926.7759;2424;341;4.2021;44;3;6;53;30;60;29;1835;283;474;1656
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;--;;;0.0000;0.0000;123;0.0000;327;92;8.4881;88;23;1;49;74;25;7;293;84;409;287
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;Si;;;156.2189;109.3532;77;3967.9609;2437;357;3.8390;42;2;8;48;29;55;28;1864;298;536;1846
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;No;307.348;1.06455;288.7120;144.1880;11157;2477.6118;143416;48297;6.5234;1087;214;103;6943;4214;7226;4204;129733;45483;159527;123155
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;No;309.0;1.07233;288.1563;146.7210;11353;2471.2664;143335;47887;6.6236;1087;217;97;7072;4281;7320;4256;129647;45122;156253;129778
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;--;;;0.0000;0.0000;120;0.0000;342;95;8.1013;92;24;1;53;67;25;7;308;87;404;267
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;Si;;;146.2777;102.2523;72;3872.8093;2396;331;3.6620;39;2;8;46;26;53;25;1852;278;560;2052
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;--;;;0.0000;0.0000;117;0.0000;349;86;7.3791;96;8;1;52;65;22;7;312;81;338;256
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;Si;;;119.2944;71.0086;50;3585.9346;2193;332;2.5928;43;3;9;31;19;33;18;1693;274;544;2054
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;No;310.258;1.06836;290.4050;146.2170;11314;2453.3673;142227;47610;6.6096;1111;208;104;6992;4322;7167;4298;128628;44831;142680;129906
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;No;308.494;1.06542;289.5520;145.4157;11252;2445.1996;141795;47410;6.5977;1128;193;100;6976;4276;7145;4260;128251;44611;142067;129878
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;--;;;0.0000;0.0000;118;0.0000;337;84;7.8329;90;7;1;53;65;23;7;304;79;315;256
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;Si;;;109.3532;59.6472;42;3607.2371;2214;326;2.1148;47;4;9;32;10;33;9;1716;270;542;2054
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;No;303.79;1.05383;288.2726;144.2397;11161;2428.9159;140670;47275;6.6138;1139;208;101;6863;4298;7084;4280;127319;44503;142188;129392
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;--;;;0.0000;0.0000;121;0.0000;329;88;8.3990;93;7;1;55;66;23;9;298;83;313;255
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;Si;;;106.5129;56.8068;40;3547.5899;2175;323;2.0865;39;3;11;29;11;31;10;1696;269;535;2053
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;--;;;0.0000;0.0000;132;0.0000;318;87;8.3558;85;4;2;60;72;23;8;290;81;336;248
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;Si;;;100.8322;46.8656;33;3708.0694;2277;334;1.6602;36;2;13;25;8;26;8;1775;273;636;2309
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;No;304.102;1.04852;290.0302;144.6532;11193;2430.9449;140529;47573;6.6268;1168;209;105;6845;4348;7074;4310;126986;44802;154149;135028
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;No;301.469;1.02708;293.5195;144.6920;11196;2425.3361;140521;47147;6.5771;1162;209;110;6839;4357;6985;4299;127082;44483;184550;108881
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;--;;;0.0000;0.0000;137;0.0000;333;88;8.2051;78;4;2;56;81;21;11;308;82;380;218
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;Si;;;109.3532;48.2858;34;3627.1196;2214;340;1.8182;34;2;14;25;9;26;10;1710;270;768;2076
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;--;;;0.0000;0.0000;135;0.0000;348;92;7.6355;79;6;1;57;78;19;12;319;87;440;163
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;Si;;;124.9751;46.8656;33;3703.8089;2279;329;1.7937;32;2;15;26;7;29;7;1746;261;900;1548
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;No;299.155;1.01172;295.6907;144.5240;11183;2449.6711;143082;46469;6.4935;1165;211;123;6844;4339;6976;4266;129274;43853;226897;68097
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;No;298.283;0.989733;301.3771;141.4352;10944;2465.3603;145024;45741;6.3678;1187;202;125;6636;4308;6833;4242;130779;43143;252790;39778
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;--;;;0.0000;0.0000;135;0.0000;348;90;6.9652;72;7;1;52;83;17;11;320;82;465;135
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;Si;;;132.0760;44.0253;31;3885.5909;2384;352;1.5038;30;2;15;24;7;25;7;1849;279;966;1173
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;Si;;;129.2356;48.2858;34;4376.9704;2509;573;1.4419;24;2;14;27;7;26;8;1928;430;981;1177
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;No;287.098;1.00308;286.2177;144.1880;11157;2483.8022;146696;45496;6.4565;1162;220;130;6782;4375;7000;4299;132125;42878;262435;37876
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;--;;;0.0000;0.0000;150;0.0000;339;94;8.5642;72;6;1;57;93;21;13;311;86;474;137
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;--;;;0.0000;0.0000;147;0.0000;341;101;8.3744;82;6;1;55;92;20;14;314;92;476;137
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;Si;;;123.5549;49.7060;35;4413.8949;2529;579;1.5190;20;3;14;27;8;28;8;1938;432;983;1182
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;No;293.737;1.01836;288.4406;144.1363;11153;2483.0139;146803;45328;6.4444;1175;225;128;6776;4377;6974;4299;132187;42741;263181;37875
CATALUNYA;GLOBAL;2021-04-10;2021-04-16;No;320.322;1.10494;289.9009;144.0329;11145;2495.3559;147694;45392;6.3794;1177;217;130;6808;4337;6943;4268;132904;42834;265375;37845
CATALUNYA;GLOBAL;2021-04-10;2021-04-16;--;;;0.0000;0.0000;142;0.0000;346;93;7.4257;80;7;1;54;88;18;12;318;86;477;137
CATALUNYA;GLOBAL;2021-04-10;2021-04-16;Si;;;122.1348;49.7060;35;4544.5507;2603;597;1.4421;27;3;10;27;8;27;8;1986;441;989;1186
CATALUNYA;GLOBAL;2021-04-09;2021-04-15;--;;;0.0000;0.0000;133;0.0000;362;97;8.0952;89;9;0;47;86;17;17;329;91;502;123
CATALUNYA;GLOBAL;2021-04-09;2021-04-15;Si;;;122.1348;53.9665;38;4646.8031;2663;609;1.6499;28;3;12;29;9;32;9;2031;454;1323;1147
CATALUNYA;GLOBAL;2021-04-09;2021-04-15;No;336.067;1.22023;275.4137;145.3769;11249;2550.7979;151351;46025;6.3480;1167;224;137;6876;4373;7092;4332;136522;43439;271838;28458
CATALUNYA;GLOBAL;2021-04-08;2021-04-14;No;368.133;1.34804;273.0874;148.8275;11516;2577.6789;152638;46818;6.4724;1177;228;144;7067;4449;7324;4416;137227;44158;272766;20381
CATALUNYA;GLOBAL;2021-04-08;2021-04-14;--;;;0.0000;0.0000;129;0.0000;343;98;8.7940;88;11;0;50;79;21;14;306;92;517;92
CATALUNYA;GLOBAL;2021-04-08;2021-04-14;Si;;;122.1348;61.0674;43;4827.1650;2765;634;1.7740;31;4;10;33;10;37;9;2115;478;1644;928
CATALUNYA;GLOBAL;2021-04-07;2021-04-13;Si;;;129.2356;78.1094;55;5101.2582;2874;718;2.1708;32;5;9;40;15;45;15;2217;547;2025;899
CATALUNYA;GLOBAL;2021-04-07;2021-04-13;No;379.635;1.40056;271.0584;151.1667;11697;2534.1394;148950;47137;6.7512;1176;229;142;7203;4494;7577;4441;133552;44460;284278;16543
CATALUNYA;GLOBAL;2021-04-07;2021-04-13;--;;;0.0000;0.0000;134;0.0000;338;95;9.7187;86;11;0;54;80;25;13;302;89;694;113
CATALUNYA;GLOBAL;2021-04-06;2021-04-12;--;;;0.0000;0.0000;143;0.0000;335;96;10.4712;85;10;1;55;88;24;16;290;92;824;118
CATALUNYA;GLOBAL;2021-04-06;2021-04-12;Si;;;134.9163;88.0506;62;5305.7630;2944;792;2.3667;37;5;10;44;18;49;18;2247;584;2185;831
CATALUNYA;GLOBAL;2021-04-06;2021-04-12;No;382.671;1.4171;270.0375;159.9418;12376;2468.9401;141403;49639;7.2277;1179;249;148;7407;4969;7630;4886;126293;46875;278234;15169
CATALUNYA;GLOBAL;2021-04-05;2021-04-11;No;370.929;1.3879;267.2589;142.0297;10990;2133.0830;121823;43231;7.3957;1163;239;146;6479;4511;6628;4434;108680;40893;274524;14737
CATALUNYA;GLOBAL;2021-04-05;2021-04-11;--;;;0.0000;0.0000;122;0.0000;308;85;9.4286;88;12;1;48;74;20;13;270;80;825;103
CATALUNYA;GLOBAL;2021-04-05;2021-04-11;Si;;;143.4373;80.9498;57;4558.7525;2617;593;2.5051;40;6;10;40;17;46;16;2017;458;2168;817
CATALUNYA;GLOBAL;2021-04-04;2021-04-10;--;;;0.0000;0.0000;131;0.0000;349;81;9.8191;78;15;1;55;76;25;13;311;76;843;103
CATALUNYA;GLOBAL;2021-04-04;2021-04-10;Si;;;137.7566;73.8489;52;4551.6516;2620;585;2.3114;42;4;10;38;14;43;14;2013;453;2167;812
CATALUNYA;GLOBAL;2021-04-04;2021-04-10;No;361.194;1.35318;266.9229;144.3043;11166;2150.7495;122739;43682;7.4921;1164;240;150;6552;4614;6740;4558;109456;41343;285991;14739
CATALUNYA;GLOBAL;2021-04-03;2021-04-09;No;328.444;1.22965;267.1038;145.8680;11287;2120.2112;119759;44299;7.7021;1187;248;145;6537;4750;6729;4727;106862;41877;296580;15084
CATALUNYA;GLOBAL;2021-04-03;2021-04-09;--;;;0.0000;0.0000;131;0.0000;360;91;9.7800;79;15;1;51;80;25;15;323;86;861;104
CATALUNYA;GLOBAL;2021-04-03;2021-04-09;Si;;;143.4373;72.4287;51;4428.0966;2544;574;2.3246;39;5;11;38;13;43;13;1961;448;2168;809
