NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2020-12-19;2020-12-25;Si;;;1624.6769;687.3633;484;58995.3702;8415;33126;1.5031;140;5;104;308;176;331;142;6879;24589;0;0
CATALUNYA;GLOBAL;2020-12-19;2020-12-25;No;374.059;1.14164;327.6506;169.3243;13102;2660.0019;122597;83229;6.5091;1066;169;170;5377;7725;5225;7372;113611;79917;0;0
CATALUNYA;GLOBAL;2020-12-19;2020-12-25;--;;;0.0000;0.0000;339;0.0000;5876;223;4.0624;37;6;3;249;90;228;14;5753;204;0;0
CATALUNYA;GLOBAL;2020-12-18;2020-12-24;--;;;0.0000;0.0000;364;0.0000;6739;273;3.6940;41;7;3;254;110;235;18;6602;247;0;0
CATALUNYA;GLOBAL;2020-12-18;2020-12-24;Si;;;1705.6267;772.5736;544;60912.6026;9830;33061;1.5940;132;4;102;367;177;379;141;8032;24591;0;0
CATALUNYA;GLOBAL;2020-12-18;2020-12-24;No;412.31;1.21529;339.2689;186.2153;14409;3156.0851;140936;103276;6.1053;1102;169;176;5883;8526;5848;8207;130923;99285;0;0
CATALUNYA;GLOBAL;2020-12-17;2020-12-23;No;404.777;1.21871;332.1351;182.7518;14141;3230.8608;141862;108136;5.7939;1082;171;175;5770;8371;5696;7977;131931;104060;0;0
CATALUNYA;GLOBAL;2020-12-17;2020-12-23;--;;;0.0000;0.0000;356;0.0000;7108;280;3.5413;57;9;3;255;101;236;20;6977;252;0;0
CATALUNYA;GLOBAL;2020-12-17;2020-12-23;Si;;;1779.4756;832.2208;586;52698.3270;10847;26260;2.0380;135;4;100;402;184;428;155;8843;19764;0;0
CATALUNYA;GLOBAL;2020-12-16;2020-12-22;--;;;0.0000;0.0000;348;0.0000;7101;273;3.3666;61;9;3;245;103;226;17;6970;248;0;0
CATALUNYA;GLOBAL;2020-12-16;2020-12-22;Si;;;1756.7529;850.6831;599;41227.5967;10767;18263;2.5387;131;3;93;443;156;445;130;8777;13872;0;0
CATALUNYA;GLOBAL;2020-12-16;2020-12-22;No;390.655;1.20787;323.4246;175.5146;13581;3211.9019;137963;110568;5.5709;1058;159;165;5450;8131;5373;7714;128481;106438;0;0
CATALUNYA;GLOBAL;2020-12-15;2020-12-21;No;368.261;1.24553;295.6648;169.3501;13104;3225.0452;136994;112554;5.3319;1031;159;163;5283;7821;5161;7417;127494;108409;0;0
CATALUNYA;GLOBAL;2020-12-15;2020-12-21;--;;;0.0000;0.0000;325;0.0000;6497;277;3.1873;57;10;2;212;113;195;16;6364;256;0;0
CATALUNYA;GLOBAL;2020-12-15;2020-12-21;Si;;;1627.5172;917.4311;646;27233.2206;10238;8938;3.9749;126;4;87;496;150;493;116;8418;6903;0;0
CATALUNYA;GLOBAL;2020-12-14;2020-12-20;Si;;;1670.1224;898.9689;633;17530.6047;9949;2395;5.8371;117;4;83;515;118;512;80;8136;2006;0;0
CATALUNYA;GLOBAL;2020-12-14;2020-12-20;No;357.081;1.28884;277.0549;163.8705;12680;3216.8646;135444;113471;5.1670;1038;158;160;5144;7536;5039;7126;125888;109549;0;0
CATALUNYA;GLOBAL;2020-12-14;2020-12-20;--;;;0.0000;0.0000;315;0.0000;6215;271;3.1561;57;12;2;199;116;182;18;6084;253;0;0
CATALUNYA;GLOBAL;2020-12-13;2020-12-19;--;;;0.0000;0.0000;317;0.0000;6068;270;3.1008;56;12;2;192;125;173;19;5939;253;0;0
CATALUNYA;GLOBAL;2020-12-13;2020-12-19;Si;;;1636.0382;893.2882;629;17159.9397;9848;2235;6.0905;116;4;85;516;113;521;85;8051;1899;0;0
CATALUNYA;GLOBAL;2020-12-13;2020-12-19;No;374.715;1.37972;271.5883;162.1775;12549;3171.6192;132414;113000;5.2042;992;151;153;5075;7474;4973;7103;122965;109080;0;0
CATALUNYA;GLOBAL;2020-12-12;2020-12-18;No;383.215;1.45191;263.9375;158.3263;12251;3197.5309;132559;114860;5.0503;969;153;150;4964;7287;4865;6955;123152;110894;0;0
CATALUNYA;GLOBAL;2020-12-12;2020-12-18;--;;;0.0000;0.0000;311;0.0000;5615;274;3.1386;59;10;2;181;130;162;18;5479;256;0;0
CATALUNYA;GLOBAL;2020-12-12;2020-12-18;Si;;;1636.0382;937.3136;660;17384.3269;10079;2162;6.2211;123;4;85;534;126;539;94;8313;1862;0;0
CATALUNYA;GLOBAL;2020-12-11;2020-12-17;--;;;0.0000;0.0000;315;0.0000;5403;262;3.3037;57;9;2;188;127;167;15;5259;250;0;0
CATALUNYA;GLOBAL;2020-12-11;2020-12-17;Si;;;1614.7357;933.0530;657;17050.5865;10091;1915;6.4581;130;4;89;523;134;542;102;8315;1657;0;0
CATALUNYA;GLOBAL;2020-12-11;2020-12-17;No;391.24;1.56185;250.4971;153.0535;11843;3160.5179;131848;112707;4.9249;952;155;139;4850;6993;4737;6660;122334;109080;0;0
CATALUNYA;GLOBAL;2020-12-10;2020-12-16;No;375.288;1.56233;240.2099;149.3832;11559;3157.6876;132480;111856;4.7913;917;148;150;4812;6747;4664;6407;122628;108439;0;0
CATALUNYA;GLOBAL;2020-12-10;2020-12-16;--;;;0.0000;0.0000;299;0.0000;4853;257;3.2943;43;8;4;169;130;150;13;4699;249;0;0
CATALUNYA;GLOBAL;2020-12-10;2020-12-16;Si;;;1573.5507;947.2548;667;15546.6242;9369;1578;7.0925;126;3;96;545;122;556;88;7746;1334;0;0
CATALUNYA;GLOBAL;2020-12-09;2020-12-15;--;;;0.0000;0.0000;283;0.0000;4458;256;3.4823;39;9;4;152;131;137;22;4315;251;0;0
CATALUNYA;GLOBAL;2020-12-09;2020-12-15;Si;;;1484.0798;906.0698;638;15056.6648;9102;1500;7.3060;120;3;106;490;148;523;120;7565;1236;0;0
CATALUNYA;GLOBAL;2020-12-09;2020-12-15;No;354.585;1.53796;230.5560;147.9099;11445;3101.5607;128810;111183;4.7857;906;157;152;4802;6643;4564;6306;119029;108106;0;0
CATALUNYA;GLOBAL;2020-12-08;2020-12-14;--;;;0.0000;0.0000;232;0.0000;3682;208;3.3201;43;8;5;120;112;106;19;3561;204;0;0
CATALUNYA;GLOBAL;2020-12-08;2020-12-14;Si;;;1356.2643;710.0860;500;12561.4224;7487;1358;6.9502;119;1;106;363;137;396;109;6187;1079;0;0
CATALUNYA;GLOBAL;2020-12-08;2020-12-14;No;317.854;1.43864;220.9409;126.3147;9774;2584.7222;106401;93600;4.8636;849;139;153;4051;5723;3796;5417;98243;91184;0;0
CATALUNYA;GLOBAL;2020-12-07;2020-12-13;No;287.102;1.37014;209.5423;113.1844;8758;2447.8231;100921;88487;4.6538;807;135;163;3722;5036;3574;4770;93015;86279;0;0
CATALUNYA;GLOBAL;2020-12-07;2020-12-13;--;;;0.0000;0.0000;216;0.0000;3521;198;3.3408;43;8;6;115;101;103;17;3399;193;0;0
CATALUNYA;GLOBAL;2020-12-07;2020-12-13;Si;;;1333.5416;771.1534;543;12782.9692;7741;1260;7.2218;113;0;105;405;138;423;113;6417;1005;0;0
CATALUNYA;GLOBAL;2020-12-06;2020-12-12;--;;;0.0000;0.0000;194;0.0000;3476;196;3.2741;46;8;6;108;86;99;17;3352;191;0;0
CATALUNYA;GLOBAL;2020-12-06;2020-12-12;Si;;;1353.4240;742.7500;523;12890.9023;7754;1323;6.8097;110;0;114;397;126;404;107;6434;1070;0;0
CATALUNYA;GLOBAL;2020-12-06;2020-12-12;No;258.663;1.25343;206.3631;109.4107;8466;2432.8576;99995;88255;4.5405;802;131;154;3670;4796;3543;4547;92120;86054;0;0
CATALUNYA;GLOBAL;2020-12-05;2020-12-11;No;233.493;1.14531;203.8689;105.6112;8172;2402.1383;97563;88310;4.4416;822;124;152;3561;4611;3434;4383;89830;86164;0;0
CATALUNYA;GLOBAL;2020-12-05;2020-12-11;--;;;0.0000;0.0000;177;0.0000;3455;194;3.1179;41;8;6;103;74;92;18;3338;190;0;0
CATALUNYA;GLOBAL;2020-12-05;2020-12-11;Si;;;1347.7433;698.7246;492;12616.8091;7603;1281;6.5915;108;0;113;379;113;387;98;6328;1030;0;0
CATALUNYA;GLOBAL;2020-12-04;2020-12-10;--;;;0.0000;0.0000;166;0.0000;3385;190;3.2716;40;7;6;107;59;95;18;3267;187;0;0
CATALUNYA;GLOBAL;2020-12-04;2020-12-10;Si;;;1396.0291;681.6826;480;12787.2298;7675;1329;6.3044;102;1;114;371;109;380;98;6541;1041;0;0
CATALUNYA;GLOBAL;2020-12-04;2020-12-10;No;194.199;0.977539;198.6607;97.4435;7540;2341.1004;93869;87281;4.2184;814;125;165;3334;4206;3250;3979;86218;85151;0;0
CATALUNYA;GLOBAL;2020-12-03;2020-12-09;--;;;0.0000;0.0000;167;0.0000;3550;194;3.2882;44;7;4;114;53;102;17;3431;188;0;0
CATALUNYA;GLOBAL;2020-12-03;2020-12-09;Si;;;1398.8695;626.2959;441;12747.4649;7726;1250;5.7862;104;1;116;331;110;337;102;6605;982;0;0
CATALUNYA;GLOBAL;2020-12-03;2020-12-09;No;181.811;0.942214;192.9614;90.8266;7028;2313.2889;89827;89171;3.9688;831;131;180;3204;3824;3114;3626;82681;87143;0;0
CATALUNYA;GLOBAL;2020-12-02;2020-12-08;No;175.081;0.944401;185.3882;82.6460;6395;2334.4706;91660;88977;3.6849;816;124;189;3012;3383;3045;3267;84295;86997;0;0
CATALUNYA;GLOBAL;2020-12-02;2020-12-08;--;;;0.0000;0.0000;170;0.0000;3585;200;3.4153;51;7;3;121;49;108;17;3466;194;0;0
CATALUNYA;GLOBAL;2020-12-02;2020-12-08;Si;;;1353.4240;578.0100;407;13057.0625;7907;1287;5.1262;101;2;110;326;81;321;73;6701;985;0;0
CATALUNYA;GLOBAL;2020-12-01;2020-12-07;--;;;0.0000;0.0000;206;0.0000;4147;233;3.5266;48;6;1;147;59;130;19;3998;227;0;0
CATALUNYA;GLOBAL;2020-12-01;2020-12-07;Si;;;1536.6262;646.1783;455;15313.7160;9430;1353;5.0823;103;2;114;360;95;370;90;7967;1084;0;0
CATALUNYA;GLOBAL;2020-12-01;2020-12-07;No;194.079;0.979807;198.0791;94.6262;7322;2748.5152;108058;104617;3.6153;853;137;203;3473;3849;3555;3736;99325;102344;0;0
CATALUNYA;GLOBAL;2020-11-30;2020-12-06;No;198.355;0.984879;201.4005;96.3579;7456;2778.0197;110552;104406;3.6192;870;139;207;3522;3934;3543;3831;101621;102123;0;0
CATALUNYA;GLOBAL;2020-11-30;2020-12-06;--;;;0.0000;0.0000;207;0.0000;4079;238;3.5113;50;6;1;142;65;122;24;3925;233;0;0
CATALUNYA;GLOBAL;2020-11-30;2020-12-06;Si;;;1438.6343;562.3881;396;15227.0855;9416;1306;4.7064;99;3;123;309;87;338;86;7949;1060;0;0
CATALUNYA;GLOBAL;2020-11-29;2020-12-05;--;;;0.0000;0.0000;207;0.0000;4143;239;3.4597;47;7;1;140;67;121;25;3986;234;0;0
CATALUNYA;GLOBAL;2020-11-29;2020-12-05;Si;;;1437.2141;610.6740;430;15103.5305;9389;1246;4.9366;102;3;118;326;104;341;99;7911;1002;0;0
CATALUNYA;GLOBAL;2020-11-29;2020-12-05;No;201.273;0.995216;202.2405;96.9524;7502;2775.3574;111192;103560;3.6246;876;144;225;3544;3958;3540;3837;102221;101305;0;0
CATALUNYA;GLOBAL;2020-11-28;2020-12-04;--;;;0.0000;0.0000;227;0.0000;4047;234;3.8517;48;7;2;154;73;133;26;3899;229;0;0
CATALUNYA;GLOBAL;2020-11-28;2020-12-04;Si;;;1469.8781;649.0186;457;15218.5644;9399;1317;5.3920;110;3;131;350;107;374;106;7825;1077;0;0
CATALUNYA;GLOBAL;2020-11-28;2020-12-04;No;205.191;1.00795;203.5717;98.2577;7603;2742.8289;112966;99269;3.7149;847;140;233;3598;4005;3605;3864;103942;97114;0;0
CATALUNYA;GLOBAL;2020-11-27;2020-12-03;No;211.647;1.02087;207.3195;101.2172;7832;2646.9620;114602;90215;3.9466;828;132;234;3792;4040;3782;3865;105519;88242;0;0
CATALUNYA;GLOBAL;2020-11-27;2020-12-03;--;;;0.0000;0.0000;224;0.0000;3964;222;3.7596;46;8;3;150;74;127;25;3826;217;0;0
CATALUNYA;GLOBAL;2020-11-27;2020-12-03;Si;;;1580.6515;714.3465;503;15229.9258;9552;1172;6.0052;112;3;128;394;109;423;106;7829;980;0;0
CATALUNYA;GLOBAL;2020-11-26;2020-12-02;--;;;0.0000;0.0000;246;0.0000;3763;211;4.5301;45;7;3;173;73;150;24;3635;206;0;0
CATALUNYA;GLOBAL;2020-11-26;2020-12-02;Si;;;1670.1224;772.5736;544;14438.8899;9051;1116;6.4532;110;4;127;409;135;431;107;7426;911;0;0
CATALUNYA;GLOBAL;2020-11-26;2020-12-02;No;213.993;1.01498;210.8347;102.1347;7903;2520.3888;116947;78076;4.1882;825;140;225;3831;4072;3876;3830;107716;76276;0;0
CATALUNYA;GLOBAL;2020-11-25;2020-12-01;No;217.13;0.997574;217.6583;102.7421;7950;2418.7709;117127;70033;4.3254;849;148;225;3882;4068;3880;3763;108321;68378;0;0
CATALUNYA;GLOBAL;2020-11-25;2020-12-01;--;;;0.0000;0.0000;255;0.0000;3644;192;4.5344;42;6;3;174;81;147;21;3517;188;0;0
CATALUNYA;GLOBAL;2020-11-25;2020-12-01;Si;;;1742.5511;775.4139;546;13612.3498;8592;993;7.9300;109;4;142;403;143;504;117;6999;832;0;0
CATALUNYA;GLOBAL;2020-11-24;2020-11-30;--;;;0.0000;0.0000;250;0.0000;3569;190;4.5942;42;9;3;171;79;145;22;3450;185;0;0
CATALUNYA;GLOBAL;2020-11-24;2020-11-30;Si;;;1840.5430;890.4479;627;13818.2747;8695;1035;7.8610;106;5;131;490;137;508;112;7019;868;0;0
CATALUNYA;GLOBAL;2020-11-24;2020-11-30;No;221.332;0.971925;227.7258;103.4529;8005;2363.6649;119386;63510;4.4758;884;162;208;3959;4046;3952;3766;110522;61917;0;0
CATALUNYA;GLOBAL;2020-11-23;2020-11-29;--;;;0.0000;0.0000;258;0.0000;3578;208;4.7126;46;7;2;177;81;153;20;3471;200;0;0
CATALUNYA;GLOBAL;2020-11-23;2020-11-29;Si;;;1874.6272;876.2462;617;13980.1743;8735;1109;7.4013;102;4;126;483;134;482;105;7007;924;0;0
CATALUNYA;GLOBAL;2020-11-23;2020-11-29;No;228.566;0.948668;240.9336;105.0425;8128;2357.8106;120975;61468;4.6055;914;166;214;4094;4034;4149;3770;112066;59882;0;0
CATALUNYA;GLOBAL;2020-11-22;2020-11-28;No;223.678;0.919504;243.2599;105.2881;8147;2349.1647;120590;61184;4.6302;934;170;210;4129;4018;4170;3763;111750;59582;0;0
CATALUNYA;GLOBAL;2020-11-22;2020-11-28;--;;;0.0000;0.0000;264;0.0000;3573;218;4.8396;52;8;3;181;83;157;21;3468;210;0;0
CATALUNYA;GLOBAL;2020-11-22;2020-11-28;Si;;;1840.5430;826.5401;582;14027.0400;8721;1156;7.1968;99;4;123;461;121;476;96;6997;951;0;0
CATALUNYA;GLOBAL;2020-11-21;2020-11-27;--;;;0.0000;0.0000;265;0.0000;3611;215;4.9852;51;11;2;183;82;163;22;3504;207;0;0
CATALUNYA;GLOBAL;2020-11-21;2020-11-27;Si;;;1868.9465;820.8594;578;13885.0228;8683;1094;6.9638;94;5;110;452;126;456;94;7016;882;0;0
CATALUNYA;GLOBAL;2020-11-21;2020-11-27;No;215.878;0.870918;247.8736;105.3139;8149;2290.8407;118053;59208;4.7409;955;185;223;4153;3996;4178;3731;109209;57615;0;0
CATALUNYA;GLOBAL;2020-11-20;2020-11-26;No;212.09;0.819451;258.8198;106.1023;8210;2248.5937;117922;56070;4.9516;1001;187;235;4202;4008;4278;3816;108990;54473;0;0
CATALUNYA;GLOBAL;2020-11-20;2020-11-26;--;;;0.0000;0.0000;286;0.0000;3639;225;5.4813;57;12;2;197;89;179;26;3524;216;0;0
CATALUNYA;GLOBAL;2020-11-20;2020-11-26;Si;;;1945.6358;866.3049;610;13994.3761;8763;1091;7.0447;95;4;108;485;125;475;89;7116;890;0;0
CATALUNYA;GLOBAL;2020-11-19;2020-11-25;--;;;0.0000;0.0000;270;0.0000;3680;227;4.8942;64;12;2;173;97;157;28;3560;220;0;0
CATALUNYA;GLOBAL;2020-11-19;2020-11-25;Si;;;2009.5435;897.5487;632;15063.7657;9497;1110;7.2336;103;4;110;517;115;523;92;7593;909;0;0
CATALUNYA;GLOBAL;2020-11-19;2020-11-25;No;216.915;0.79506;272.8289;108.6999;8411;2200.4664;116427;53841;5.3016;1024;184;235;4397;4014;4522;3942;107428;52221;0;0
CATALUNYA;GLOBAL;2020-11-18;2020-11-24;No;228.763;0.789741;289.6683;114.9161;8892;2141.6901;115401;50319;5.8404;1049;179;240;4769;4123;4946;4094;106055;48730;0;0
CATALUNYA;GLOBAL;2020-11-18;2020-11-24;--;;;0.0000;0.0000;268;0.0000;3748;230;4.9675;66;12;2;176;92;164;27;3623;222;0;0
CATALUNYA;GLOBAL;2020-11-18;2020-11-24;Si;;;2087.6530;967.1372;681;16025.2222;10167;1117;6.3327;99;4;106;556;125;475;99;8144;920;0;0
CATALUNYA;GLOBAL;2020-11-17;2020-11-23;No;245.717;0.790994;310.6432;124.2728;9616;2144.3523;117915;48011;6.3626;1077;175;262;5254;4362;5517;4334;108328;46498;0;0
CATALUNYA;GLOBAL;2020-11-17;2020-11-23;--;;;0.0000;0.0000;276;0.0000;3790;226;5.1995;65;9;3;182;94;175;27;3666;219;0;0
CATALUNYA;GLOBAL;2020-11-17;2020-11-23;Si;;;2192.7457;950.0951;669;15992.5582;10133;1128;7.0947;98;4;125;544;125;538;104;8131;918;0;0
CATALUNYA;GLOBAL;2020-11-16;2020-11-22;--;;;0.0000;0.0000;295;0.0000;3898;228;5.4514;65;10;3;201;94;188;30;3775;224;0;0
CATALUNYA;GLOBAL;2020-11-16;2020-11-22;Si;;;2277.9560;998.3810;703;16033.7432;10304;986;7.5193;127;6;130;569;134;573;109;8271;799;0;0
CATALUNYA;GLOBAL;2020-11-16;2020-11-22;No;268.108;0.794125;337.6147;135.8910;10515;2176.0926;120668;47714;6.7769;1112;181;277;5724;4791;5915;4730;110897;46181;0;0
CATALUNYA;GLOBAL;2020-11-15;2020-11-21;No;274.238;0.797924;343.6887;137.9717;10676;2192.3762;121585;48057;6.8402;1129;192;281;5763;4913;5973;4854;111745;46540;0;0
CATALUNYA;GLOBAL;2020-11-15;2020-11-21;--;;;0.0000;0.0000;297;0.0000;3867;223;5.5009;65;8;2;204;93;190;28;3744;219;0;0
CATALUNYA;GLOBAL;2020-11-15;2020-11-21;Si;;;2303.5191;1014.0028;714;16003.9196;10352;917;7.6779;132;6;136;579;135;585;112;8328;750;0;0
CATALUNYA;GLOBAL;2020-11-14;2020-11-20;--;;;0.0000;0.0000;299;0.0000;3794;230;5.3998;63;7;3;208;91;185;25;3664;225;0;0
CATALUNYA;GLOBAL;2020-11-14;2020-11-20;Si;;;2445.5363;1048.0870;738;16387.3661;10609;930;7.6684;133;6;144;609;129;610;105;8564;760;0;0
CATALUNYA;GLOBAL;2020-11-14;2020-11-20;No;285.988;0.804993;355.2682;142.5596;11031;2222.7207;123299;48691;6.9853;1176;194;279;5972;5059;6216;4999;113392;47159;0;0
CATALUNYA;GLOBAL;2020-11-13;2020-11-19;No;305.819;0.79883;382.8342;152.7175;11817;2298.6336;127687;50177;7.2117;1253;211;275;6466;5351;6673;5319;117711;48574;0;0
CATALUNYA;GLOBAL;2020-11-13;2020-11-19;--;;;0.0000;0.0000;320;0.0000;3707;250;5.5962;69;9;3;210;110;181;33;3581;243;0;0
CATALUNYA;GLOBAL;2020-11-13;2020-11-19;Si;;;2446.9565;1079.3308;760;16688.4426;10741;1010;7.7142;142;7;155;598;162;601;130;8640;836;0;0
CATALUNYA;GLOBAL;2020-11-12;2020-11-18;No;324.959;0.788608;412.0672;164.1290;12700;2345.0550;129881;51575;7.5461;1314;230;293;6996;5704;7132;5694;120053;49916;0;0
CATALUNYA;GLOBAL;2020-11-12;2020-11-18;--;;;0.0000;0.0000;331;0.0000;3538;264;6.0507;63;7;3;223;108;187;35;3417;252;0;0
CATALUNYA;GLOBAL;2020-11-12;2020-11-18;Si;;;2519.3853;1111.9947;783;16527.9631;10569;1069;8.0341;148;8;157;624;159;625;138;8606;891;0;0
CATALUNYA;GLOBAL;2020-11-11;2020-11-17;--;;;0.0000;0.0000;365;0.0000;3532;272;6.8120;67;11;3;250;115;211;39;3412;258;0;0
CATALUNYA;GLOBAL;2020-11-11;2020-11-17;Si;;;2574.7720;1120.5158;789;16732.4679;10679;1103;8.0781;160;7;159;646;143;656;122;8739;892;0;0
CATALUNYA;GLOBAL;2020-11-11;2020-11-17;No;342.568;0.778114;440.2535;174.7521;13522;2429.7430;134650;53359;7.7486;1402;248;295;7433;6089;7616;6067;124979;51608;0;0
CATALUNYA;GLOBAL;2020-11-10;2020-11-16;No;365.445;0.771911;473.4282;186.3704;14421;2501.5592;137800;55766;8.0728;1489;276;299;8036;6385;8271;6433;128314;53828;0;0
CATALUNYA;GLOBAL;2020-11-10;2020-11-16;--;;;0.0000;0.0000;411;0.0000;3560;288;7.3934;77;14;2;280;131;231;43;3433;273;0;0
CATALUNYA;GLOBAL;2020-11-10;2020-11-16;Si;;;2705.4278;1242.6506;875;17674.0420;11362;1083;8.5397;165;7;157;713;162;736;133;9305;871;0;0
CATALUNYA;GLOBAL;2020-11-09;2020-11-15;--;;;0.0000;0.0000;431;0.0000;3407;290;7.9718;82;16;2;277;154;232;51;3275;275;0;0
CATALUNYA;GLOBAL;2020-11-09;2020-11-15;Si;;;2844.6047;1279.5750;901;18409.6912;11765;1198;8.1840;148;6;162;722;179;715;148;9576;969;0;0
CATALUNYA;GLOBAL;2020-11-09;2020-11-15;No;395.544;0.770847;513.1294;201.7236;15609;2562.3515;141231;57039;8.4346;1524;289;300;8700;6909;8832;6927;131763;55075;0;0
CATALUNYA;GLOBAL;2020-11-08;2020-11-14;No;406.108;0.772826;525.4843;205.7170;15918;2576.9939;142163;57240;8.5700;1573;288;307;8874;7044;9065;7045;132729;55253;0;0
CATALUNYA;GLOBAL;2020-11-08;2020-11-14;--;;;0.0000;0.0000;429;0.0000;3380;295;8.0193;83;18;2;274;155;230;53;3249;280;0;0
CATALUNYA;GLOBAL;2020-11-08;2020-11-14;Si;;;2915.6133;1289.5162;908;18550.2882;11848;1214;8.2080;149;6;171;724;184;724;149;9654;982;0;0
CATALUNYA;GLOBAL;2020-11-07;2020-11-13;Si;;;2972.4202;1397.4493;984;18614.1960;11873;1234;8.8747;158;7;166;799;185;798;150;9676;1006;0;0
CATALUNYA;GLOBAL;2020-11-07;2020-11-13;No;421.826;0.777646;542.4400;212.7086;16459;2629.4764;145793;57671;8.6857;1616;312;313;9245;7214;9489;7183;136284;55664;0;0
CATALUNYA;GLOBAL;2020-11-07;2020-11-13;--;;;0.0000;0.0000;434;0.0000;3482;295;8.1498;98;19;1;277;157;238;58;3351;281;0;0
CATALUNYA;GLOBAL;2020-11-06;2020-11-12;--;;;0.0000;0.0000;437;0.0000;3582;282;8.3445;100;15;0;294;143;255;55;3444;271;0;0
CATALUNYA;GLOBAL;2020-11-06;2020-11-12;Si;;;3000.8236;1367.6257;963;18415.3719;11437;1530;8.8056;152;8;168;782;181;781;145;9256;1260;0;0
CATALUNYA;GLOBAL;2020-11-06;2020-11-12;No;456.279;0.793073;575.3304;230.1166;17806;2763.0025;154259;59537;9.0116;1652;323;315;10151;7655;10583;7615;144529;57410;0;0
CATALUNYA;GLOBAL;2020-11-05;2020-11-11;No;492.328;0.817182;602.4698;247.9382;19185;2903.3652;163334;61323;9.2594;1682;317;324;11078;8107;11663;8032;153615;59088;0;0
CATALUNYA;GLOBAL;2020-11-05;2020-11-11;--;;;0.0000;0.0000;497;0.0000;3939;279;8.5504;105;16;0;336;161;292;56;3799;271;0;0
CATALUNYA;GLOBAL;2020-11-05;2020-11-11;Si;;;2953.9580;1407.3905;991;19359.7864;12025;1607;8.6168;144;7;171;784;207;795;160;9750;1333;0;0
CATALUNYA;GLOBAL;2020-11-04;2020-11-10;--;;;0.0000;0.0000;534;0.0000;4171;278;8.4474;105;15;1;368;166;313;51;4040;269;0;0
CATALUNYA;GLOBAL;2020-11-04;2020-11-10;Si;;;2985.2018;1454.2562;1024;19775.8968;12145;1780;8.8012;164;8;161;799;225;819;178;9843;1485;0;0
CATALUNYA;GLOBAL;2020-11-04;2020-11-10;No;533.716;0.839988;635.3861;265.5013;20544;3032.8849;172225;62454;9.5619;1727;328;343;12071;8473;12829;8444;162315;60162;0;0
CATALUNYA;GLOBAL;2020-11-03;2020-11-09;No;576.398;0.863465;667.5399;287.0578;22212;3126.8779;179317;62635;9.9780;1758;302;348;13220;8992;14032;8897;169372;60423;0;0
CATALUNYA;GLOBAL;2020-11-03;2020-11-09;--;;;0.0000;0.0000;563;0.0000;4249;286;8.7095;110;14;1;386;177;330;54;4133;276;0;0
CATALUNYA;GLOBAL;2020-11-03;2020-11-09;Si;;;2961.0588;1462.7772;1030;19304.3996;11495;2098;8.5535;179;8;165;780;250;756;186;9259;1754;0;0
CATALUNYA;GLOBAL;2020-11-02;2020-11-08;No;616.501;0.882046;698.9441;311.4057;24096;3170.2235;183138;62168;10.4014;1830;316;346;14614;9482;15031;9245;173395;59997;0;0
CATALUNYA;GLOBAL;2020-11-02;2020-11-08;--;;;0.0000;0.0000;594;0.0000;4389;282;8.7789;117;17;2;410;184;345;54;4272;273;0;0
CATALUNYA;GLOBAL;2020-11-02;2020-11-08;Si;;;3042.0086;1565.0296;1102;18682.3643;10803;2352;9.7796;194;7;161;823;279;833;214;8786;1920;0;0
CATALUNYA;GLOBAL;2020-11-01;2020-11-07;--;;;0.0000;0.0000;618;0.0000;4429;273;8.8903;119;16;2;424;194;355;52;4314;264;0;0
CATALUNYA;GLOBAL;2020-11-01;2020-11-07;Si;;;3093.1348;1626.0970;1145;18855.6253;10914;2363;9.9444;196;7;152;864;281;854;220;8872;1928;0;0
CATALUNYA;GLOBAL;2020-11-01;2020-11-07;No;641.16;0.900248;712.2037;319.7673;24743;3212.2121;186971;61584;10.4957;1848;315;341;15202;9541;15562;9264;177100;59435;0;0
CATALUNYA;GLOBAL;2020-10-31;2020-11-06;No;668.485;0.923005;724.2484;329.7313;25514;3273.2371;192195;61082;10.6501;1864;296;337;15948;9566;16396;9288;182243;58919;0;0
CATALUNYA;GLOBAL;2020-10-31;2020-11-06;--;;;0.0000;0.0000;623;0.0000;4585;269;8.6305;120;15;2;426;197;359;50;4479;260;0;0
CATALUNYA;GLOBAL;2020-10-31;2020-11-06;Si;;;3037.7481;1574.9708;1109;19444.9967;11267;2425;9.3669;197;7;163;816;293;818;228;9175;1992;0;0
CATALUNYA;GLOBAL;2020-10-30;2020-11-05;--;;;0.0000;0.0000;643;0.0000;4810;253;8.4359;119;17;2;444;199;371;47;4712;243;0;0
CATALUNYA;GLOBAL;2020-10-30;2020-11-05;Si;;;3147.1014;1633.1979;1150;20115.3179;11692;2472;9.2559;208;6;167;857;293;850;231;9663;2016;0;0
